Resource ID,Resource Name,Resource URL,Description,Archived,Format,Type,Runtime,Subject Areas,Authoring Organization,Intended Audiences,Record Modified,Resource Revised
L001581112,NCBI Minute: Using NCBI's MedGen in Clinical Practice,https://www.youtube.com/watch?v=0M15o56CFPI,"MedGen, NCBI's portal to clinical genetics, offers access to information on Mendelian disorders as well as pharmacological response phenotypes, complex diseases, and clinical features or findings. Through this webinar you will learn how to make the clinical process more efficient by finding information in MedGen on genetic phenotypes, getting a list of all clinical features of a disorder, and finding all disorders with particular features. You will also see how to retrieve actionable information such as practice guidelines for a particular condition and a list of available genetic tests in GTR. You will learn how to easily access relevant resources such as GeneReviews, OMIM and ClinicalTrials.gov as well as patient-focused resources such as the Genetic and Rare Diseases Information Center (GARD) and Medline Plus.",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/18/2020 12:00:00 AM,05/06/2018 12:00:00 AM
L001540112,NCBI Minute: Using organism (taxonomic) information with standalone BLAST,https://www.youtube.com/watch?v=c-pFrvX5Aiw,Limiting a BLAST search to particular organism or taxonomic group is important for making BLAST searches efficient. This also produces results that are easier to interpret especially as the databases continue to grow in size. The latest version of the standalone BLAST databases (BLASTDBv5) have built-in taxonomy information and provide faster sequence access through identifiers. Using Taxonomy limits in your searches is easier than ever when you use these new databases with the current BLAST programs. Through this webinar you will learn how to download and use BLASTDBv5 and the new BLAST programs to limit searches to taxonomic groups and to retrieve sequences from the database by taxonomy without the often difficult step of first downloading an identifier list.,false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/17/2020 12:00:00 AM,05/15/2019 12:00:00 AM
L001571112,NCBI Minute: Variant Interpretation Using NCBI Resources,https://www.youtube.com/watch?v=CeRRrKgwuQA,"This webinar shows you how to use NCBI’s genome browsers for variant interpretation. The graphical displays of thee Genome Data Viewer (GDV) and Variation Viewer offer an interactive experience that allows you to explore NCBI’s rich collection of annotations, datasets and literature for deciphering your variant-associated data. We step through case studies and show you how to quickly display relevant NCBI track sets — including the new RefSeq Functional Elements track, upload a file or remotely-hosted dataset and display these data as a track, and use browser tracks to identify known variants, then assess variant significance (functional and clinical) and allele frequency. You will also learn how to navigate from the browser to NCBI resources such as ClinVar, dbSNP and PubMed, for additional variant information.",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/18/2020 12:00:00 AM,11/19/2018 12:00:00 AM
L003121112,NCBI Minute: What's New with NCBI Virus?,https://www.youtube.com/watch?v=XdHmTqiCM7g,"A webinar featuring the NCBI Virus resource;  a dedicated web interface that reports on geotemporal prevalence of sequence records for SARS2 lineages, plus details on NCBI’s lineage-defining mutations.",false,MP4 Video,YouTube Video,28,Genetics and Molecular Biology; Other,"Training Team, NCBI",User; Trainer,07/15/2022 12:00:00 AM,06/21/2022 12:00:00 AM
L002643112,NCBI Minute: dbGaP Submission Improvements and GaPTools,https://www.youtube.com/watch?v=ExR2CzX0Q_Q,"Learn about data submission and processing improvements to dbGaP, NIH's database of Genotype and Phenotype individual-level data associated with human research studies.",false,MP4 Video,YouTube Video,33,Genetics and Molecular Biology; Other,"Training Team, NCBI",User; Trainer,12/29/2021 12:00:00 AM,11/10/2021 12:00:00 AM
L001577112,NCBI Minute: dbGaP's New Ancestry Composition Visualization tool and GRAF Software,https://www.youtube.com/watch?v=5Pltv-k1xz4,"This webinar is an introduction to the Genetic Relationship and Fingerprinting (GRAF) software package developed by the dbGaP team at NCBI. GRAF provides two main functions. It is a quality assurance tool that can quickly find duplicates and closely related subjects in your data using SNP genotypes. And it has an additional feature, GRAF-pop, that computes subject ancestries and plots the data for export as a .png or .txt file. The GRAF-pop function is also built into a CGI, and you can now find links on many dbGaP study records, called dbGaP estimated ancestry components, that use the CGI to display the study's ancestry relationships. We will show you examples of the ancestry components as a way to quickly view and compare ancestral diversity between studies.",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/18/2020 12:00:00 AM,07/02/2018 12:00:00 AM
L004582112,NCBI Nucleotide: An NLM Navigator,https://www.nlm.nih.gov/oet/ed/navigator/nucleotide/launch.html,"This interactive tutorial provides a tour of the NCBI Nucleotide database, a database of nucleic acid sequences from GenBank and other DNA and RNA sequence repositories.",false,HTML,Tutorial,15,Genetics and Molecular Biology; Bioinformatics,Office of Engagement and Training,User,10/25/2023 12:00:00 AM,10/20/2023 12:00:00 AM
L002463112,NCBI Outreach Events,https://ncbiinsights.ncbi.nlm.nih.gov/ncbi-outreach-events/,"Search and apply for upcoming NCBI webinars, workshops, codeathons, and other outreach activities.",false,HTML,Directory,,Bioinformatics; Data Science,"Training Team, NCBI",User,01/26/2023 12:00:00 AM,01/01/2023 12:00:00 AM
L001566112,NCBI Pharmacogenetics Resources for Clinical Care,https://www.youtube.com/watch?v=4Mhzv8LQTa0,"This video is for clinical practitioners and other researchers needing the latest clinical genetics and pharmacogenetics  resources in one place. You will learn how to navigate NBCI's MedGen resource to gain access to ClinVar, the Genetic Testing Registry (GTR), Medical Genetics Summaries, OMIM, GeneReviews, and others.",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/18/2020 12:00:00 AM,01/23/2019 12:00:00 AM
L004588112,NCBI Protein: Simple Search and Record Structure: An NLM Navigator,https://www.nlm.nih.gov/oet/ed/navigator/protein/launch.html,This interactive tutorial guides you through searching for proteins in the NCBI Protein database and exploring the information found there.,false,HTML,Tutorial,15,Genetics and Molecular Biology; Bioinformatics,Office of Engagement and Training,User,10/25/2023 12:00:00 AM,10/20/2023 12:00:00 AM
L002502112,NCBI Resources for Genetic Disease Discovery & Clinical Support,https://www.nlm.nih.gov/oet/ed/ncbi/2021_10_clin.html,"On October 26, 2021, the NCBI Education Team provided a workshop on NCBI Resources for Genetic Gene Discovery and Clinical Support. Training materials from this event are available on this page.  NCBI has long had resources for biologists to explore what is known about genomes, genes and genetic variations, but has recently developed clinically-focused resources. This online, interactive workshop is designed for those involved in clinical practice and/or translational research.",false,HTML,Webinar Source Page,,Genetics and Molecular Biology; Bioinformatics; Clinical Medicine; NCBI Workshops,"Training Team, NCBI",User,02/18/2022 12:00:00 AM,10/25/2021 12:00:00 AM
L004141112,NCBI Resources for Genetics-based Clinical Decision Support,https://www.nlm.nih.gov/ncbi/workshops/2023-04_clinical-genetics/workshop-details.html,"Using information gleaned from a person’s genome can assist clinicians in customizing their patient’s case management and increase the likelihood of a positive outcome. While NCBI has long had resources for biologists to explore what is known about genomes, genes and genetic variations, we have also added resources designed to assist the clinical community in understanding the impact of genetic variations in their patients.  Using real-world cases, this workshop will show you how to use free, high quality, online resources to assist you with your patient care.",false,HTML,Webinar Source Page,87,Genetics and Molecular Biology; NCBI Workshops,"Training Team, NCBI",User; Trainer,05/09/2023 12:00:00 AM,05/09/2023 12:00:00 AM
L00577080,NCBI Resources for Patent Searchers,ftp://ftp.ncbi.nlm.nih.gov/pub/education/Meeting_Presentations/2016/PIUG_Boston/,"Materials from a workshop at the PIUG Conference in Boston, MA. This workshop provides an introduction to the NCBI molecular databases and how to access the data using the Entrez text-based search system and the BLAST sequence similarity search tool. In the first part of this workshop, you will use Entrez to explore the various types of available molecular data, and how to find and display sequence, variation, genome information using organism sources (Taxonomy), data sources (Bioproject) and emphasizing the central role of the gene as an organizing concept to navigate across the integrated databases (Gene, Nucleotide, Protein, dbSNP and other resources). The second part of this workshop will focus using NCBI's BLAST and related sequence similarity tools. You will learn how BLAST works and important details about the content and scope of the BLAST databases. You will also see how to leverage important but under-used features of the service and will learn how to use other sequence analysis services associated with BLAST including Primer BLAST, an oligonucleotide primer designer and specificity checker; COBALT, a protein multiple alignment tool; and MOLE-BLAST, a new tool for clustering and providing taxonomic context for targeted loci sequences; and SmartBLAST, an experimental rapid protein identification service.",false,PowerPoint,Slides,,Genetics and Molecular Biology; Bioinformatics,"Training Team, NCBI",User,02/24/2016 12:00:00 AM,05/12/2016 12:00:00 AM
L004589112,NCBI Structures: Viewing a Protein Structure: An NLM Navigator,https://www.nlm.nih.gov/oet/ed/navigator/structures-protein/launch.html,This interactive tutorial guides you through finding a protein in the NCBI Protein Database and viewing it in the NCBI Structure database.,false,HTML,Tutorial,10,Genetics and Molecular Biology; Bioinformatics,Office of Engagement and Training,User,10/25/2023 12:00:00 AM,10/20/2023 12:00:00 AM
L001602112,NCBI's Genome Data Viewer - Introducing the BLAST Widget,https://www.youtube.com/watch?v=42ZLJP6HgNE,"The latest addition to NCBI's genome browser, the Genome Data Viewer, is the BLAST widget. This video is a brief introduction to how the BLAST widget helps you visualize your BLAST results in the context of assembled genome sequences.",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/19/2020 12:00:00 AM,02/11/2018 12:00:00 AM
L001567112,NCBI's MedGen: Your Search Engine for Human Medical Genetics,https://www.youtube.com/watch?v=2ikNMlC67cM,"This video is a quick, broad overview of how MedGen addresses the needs of clinical practitioners and researchers needing clinical genetics and pharmacogenetics resources",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/18/2020 12:00:00 AM,01/22/2019 12:00:00 AM
L003231112,NIH Common Data Elements (CDE) Repository,https://www.nnlm.gov/Brjz7,"A repository of common data elements (CDEs) recommended or required for use by NIH Institutes and Centers. This brief guide to the NIH CDE Repository is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.",false,PDF,Document,,Common Data Elements (CDE),Network of the National Library of Medicine,Trainer,09/12/2023 12:00:00 AM,08/12/2022 12:00:00 AM
